x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
-3.910838120139879,0.8078330637670141,-0.3337103530403016,-0.0939503230471083,2.9268976602025227,-1.6282540477151743,-1.7695102363524722,1.428166035521948,0.6020740704812901,1.001405862225221,-1.212740614874805,-0.5971234844793503,-3.3486293722558544,-0.064310450119246,-0.3217554347039377,4.521715319390405,1.428647662359695,2.381998615358194,7.929196691750045,0.5087633310493045,0
3.932234212270436,-2.0416980229510457,-1.3139370656887746,1.7318708613896432,3.7746053502390873,0.949263174282309,0.4312838168862984,-0.7387432623499905,0.0013364515649781,-0.2482933006707359,-0.1243009388784991,-0.7290510371863257,4.426171491070197,-1.1741423724811146,-3.065207580700648,-6.818565076364354,-3.1470775433136584,0.3636897964207337,-9.259235428256472,-1.4036162110718102,1
2.315675137330349,-0.8011710623263361,-0.7632252558708748,0.9413368528128816,-0.7071500617240909,0.841632255765075,0.1842172295300934,-0.2758073016663475,-3.234591176356012,-0.5332583052153355,-0.2318685066257899,0.4021975863756835,-2.2258699440059435,0.6099513873319773,0.9094935058552782,0.5241203955748044,2.490208041606814,-1.950562756387736,-1.9334882296242628,-0.3023495663317506,0
0.6709844324604837,-0.6322270913330865,-1.1709187790139717,-1.1363094925001886,-0.4522502637647883,-2.0843316213428005,-0.5582302623977843,-1.0192320331110465,0.0510100220105094,0.2339259362683534,-0.4214829971663628,-0.3049983347167462,-1.2094606334611546,0.6128253216693214,0.2464520607947052,2.699419875387657,0.7299119110876806,-0.4073579846035564,-0.244782195411381,0.5212157911887249,0
1.528052883763559,-1.239968276615547,-1.1953555648843404,0.8236008057750932,0.3366789569288267,1.645354952270745,-0.235164878251097,-0.9548978661702918,-1.499711765526436,-1.808758847732868,-0.6849961501263927,0.2435928360653019,-1.2713158897520698,-0.6892766231523877,1.2108758837193487,2.3459820982318216,2.436147355267935,-0.7223436152596698,-2.0761634059964567,-0.2508336718112308,0
1.9554164708159032,0.5569527971523693,-1.7523608460792928,-0.6743373263836672,-4.378842636427438,-0.5237592910266834,1.959683981955883,0.6453728793800791,-2.6772896095871634,0.3185831192139817,-1.0429282618087377,2.0417857797501657,-0.3025689290778053,0.3132416936936163,0.4997340390928861,-2.4074188348010708,-1.153966531460016,-1.1832407052151148,-2.5581046905123306,1.172967699164266,1
-3.3499120055487785,0.3019867288135968,0.4995521843236631,-0.950996377896488,-3.181020257353268,1.3225484628316608,-0.8594381867953109,-3.641449239631963,1.7787255963734545,-2.6042881740012884,1.623843744269257,2.871181129023572,-2.774173921193079,1.4168340821388028,3.862857531603392,4.605497475825217,2.1380503818743923,-2.8464166830015944,0.5286452088658021,-0.6759376648038271,0
1.857796437919411,-1.3608346427915834,-1.3527818418495774,0.3737968565169934,-2.0218510228850306,-0.3564271205250787,-1.525185436662198,2.379148442138551,-2.263091655363776,1.338625761042163,-0.3053091535185648,2.089947184225529,-0.188304408001125,-0.1947896212832356,-0.3194205097801377,-3.442071617677953,-2.12055305617297,0.4755510132196056,-2.326137466906591,-0.8612881023859011,1
0.4513881280618228,-1.0711812895497748,-3.582070859027329,-5.713279731355637,-3.4881009892004413,0.4086107475639172,-0.6975419424751146,-2.52748060872649,2.7867607795326808,-1.0223165818607007,-1.1151262626634877,-0.0217909627218393,-2.1940280965288466,-1.6188225719864404,-0.1760697309654209,7.65523096955947,0.5260764504483003,-1.1069242175827745,-1.5959821578016458,1.4744820073782556,0
-2.1747353292770475,1.2007183227081617,0.5576705355087239,-2.61587145530571,1.3967263569518793,1.0437769564017552,-1.6521023316929349,-0.4176925725685453,4.544734935042593,-2.6562882750286736,1.446822840111534,-0.051509990913225,1.4075589970359366,-0.7626229164355202,-2.568320509668505,2.1230665959075163,2.032574906957652,1.1267393131528238,2.383629080732624,-0.7625814294970479,1
-2.230415225863779,1.472367377011977,0.9684357135762705,1.909643932374269,0.72747727331541,-0.6579581276655113,-1.3109120070721598,-2.819610456077726,0.9465322647498866,0.3550318257735154,1.075103453808939,-0.1038323410533533,1.4446650650476076,-1.7420539417718304,2.8006524135706226,0.6076236557965796,-0.8556186834420803,0.661877483949292,1.937665504098312,1.926345405721134,0
